id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,place,sentiment,emotion
ChZDSUhNMG9nS0VJQ0FnSUNLXzRUX1NREAE,,1 天前,2021-04-27 14:46:56.173686,5.0,Bridget Ting,6,0,https://www.google.com/maps/contrib/103829817879581794987/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLXzRTTzRnRRAB,,1 天前,2021-04-27 14:46:56.174263,5.0,劉怡秀,1,0,https://www.google.com/maps/contrib/117095627568486752301/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLdl8tUXR3RRAB,,2 天前,2021-04-27 14:46:56.174989,5.0,coco lin,11,0,https://www.google.com/maps/contrib/110777964305902140904/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLdjktUHJRRRAB,這次的甜點不錯吃👍,2 天前,2021-04-27 14:46:56.175619,5.0,陳進益,4,0,https://www.google.com/maps/contrib/111318306120913368605/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 6, 'sentences': 1, 'pos': 0, 'neg': 0}","{'words': 6, 'sentences': 1, '好': 1, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLdi0tYm1BRRAB,(由 Google 提供翻譯) 好吃  (原始評論) 好吃,2 天前,2021-04-27 14:46:56.176102,5.0,賴靖涵,3,0,https://www.google.com/maps/contrib/118211926015334291430/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 18, 'sentences': 1, 'pos': 8, 'neg': 0}","{'words': 18, 'sentences': 1, '好': 2, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLdl9lSFpREAE,,2 天前,2021-04-27 14:47:02.452533,5.0,王慧婷,1,0,https://www.google.com/maps/contrib/104852394364772975298/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLNzYtNGRnEAE,,2 天前,2021-04-27 14:47:02.453235,5.0,Victor Wang,0,0,https://www.google.com/maps/contrib/102469143743507248121/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLNzhfYWpnRRAB,,2 天前,2021-04-27 14:47:02.454192,5.0,林湘芬,0,0,https://www.google.com/maps/contrib/102514275031372653913/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLNzhfVWl3RRAB,,2 天前,2021-04-27 14:47:02.454783,5.0,HsinWei Wang,3,0,https://www.google.com/maps/contrib/111064683379360234625/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLNzgtTVdREAE,,2 天前,2021-04-27 14:47:02.455421,5.0,ㄚ晨,0,0,https://www.google.com/maps/contrib/112764729122912974822/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLNzVHNTdRRRAB,,3 天前,2021-04-27 14:47:02.456130,5.0,曾照宇,0,0,https://www.google.com/maps/contrib/115668188446396502682/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLNy1HX2VBEAE,,3 天前,2021-04-27 14:47:02.456818,5.0,韓永祥,0,0,https://www.google.com/maps/contrib/116343230808434619282/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLNy1HVGJ3EAE,服務品質好,3 天前,2021-04-27 14:47:02.457440,5.0,許雯玲,1,0,https://www.google.com/maps/contrib/118435008248088818204/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 3, 'sentences': 1, 'pos': 0, 'neg': 0}","{'words': 3, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLNzdyRlJ3EAE,這裡的服務品質非常好！上菜的速度非常快！對小朋友的服務照顧更是無微不至！請大家多多來支持光顧喔！,3 天前,2021-04-27 14:47:02.458213,5.0,Raylin Chen,34,0,https://www.google.com/maps/contrib/102740420197388724138/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 29, 'sentences': 4, 'pos': 0, 'neg': 0}","{'words': 29, 'sentences': 5, '好': 3, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLNzZMVTNnRRAB,服務親切，餐點豐富選擇多,3 天前,2021-04-27 14:47:02.458851,5.0,Crystal Chang,1,0,https://www.google.com/maps/contrib/104683009025790370449/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 7, 'sentences': 1, 'pos': 2, 'neg': 0}","{'words': 7, 'sentences': 1, '好': 2, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLOTc2Z093EAE,,4 天前,2021-04-27 14:47:08.741298,5.0,陳聖翔,8,0,https://www.google.com/maps/contrib/102424302149419752978/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLdTZ2N2VnEAE,服務不錯，食物也有一定水準!,6 天前,2021-04-27 14:47:08.741892,4.0,FOSSILKEY CAI,43,0,https://www.google.com/maps/contrib/107659592183383534783/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 9, 'sentences': 1, 'pos': 0, 'neg': 0}","{'words': 9, 'sentences': 2, '好': 2, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLeS1leTlnRRAB,,1 週前,2021-04-27 14:47:08.742885,4.0,張仁輔,2,0,https://www.google.com/maps/contrib/101609454845596743730/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLeS1LT09REAE,"算是王品系列的旗艦店, 一個餐盤不夠乾淨, 道歉後提供三人免費海鮮餐點又打九折很有誠意, 不忍苛責.",1 週前,2021-04-27 14:47:08.743474,5.0,Hsieh Simon,316,0,https://www.google.com/maps/contrib/100661473565913355034/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 31, 'sentences': 1, 'pos': 5, 'neg': 2}","{'words': 31, 'sentences': 2, '好': 2, '哀': 2, '怒': 0, '樂': 0, '懼': 0, '惡': 2, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLODlLbHhBRRAB,,1 週前,2021-04-27 14:47:08.744037,4.0,蕭美瑛,80,0,https://www.google.com/maps/contrib/110628248785083786033/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLODh5UnVnRRAB,服務佳 環境乾淨,1 週前,2021-04-27 14:47:08.744615,5.0,蔡博宇,3,0,https://www.google.com/maps/contrib/109583179388935927076/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 5, 'sentences': 1, 'pos': 1, 'neg': 0}","{'words': 5, 'sentences': 1, '好': 1, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLczd1WmhRRRAB,2021年3月中旬至王品南京東路店用餐親自體驗過服務非常好,1 週前,2021-04-27 14:47:08.745143,5.0,胡祖銘,3,0,https://www.google.com/maps/contrib/100665890763349345449/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 16, 'sentences': 1, 'pos': 0, 'neg': 0}","{'words': 16, 'sentences': 1, '好': 1, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLdzdiMnBRRRAB,"物超所值,氣氛也不錯",1 週前,2021-04-27 14:47:08.745695,5.0,猴子不知道無燈號斑馬線上行人優先,20,0,https://www.google.com/maps/contrib/104051318208934391528/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 5, 'sentences': 1, 'pos': 0, 'neg': 0}","{'words': 5, 'sentences': 1, '好': 1, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLeGNlMGlRRRAB,餐點好吃 服務貼心❤️❤️,2 週前,2021-04-27 14:47:08.746246,5.0,孟孟,6,0,https://www.google.com/maps/contrib/118051455125710103006/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 9, 'sentences': 1, 'pos': 2, 'neg': 0}","{'words': 9, 'sentences': 1, '好': 2, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLeFlmandnRRAB,餐點超好吃的🥰🥰🥰服務很棒👍👍,2 週前,2021-04-27 14:47:08.746818,5.0,李宜臻,4,0,https://www.google.com/maps/contrib/113380288650619902594/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 11, 'sentences': 1, 'pos': 2, 'neg': 0}","{'words': 11, 'sentences': 1, '好': 1, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLc1pQWFhnEAE,,2 週前,2021-04-27 14:47:15.078932,4.0,Tung Hsien Cheng,43,0,https://www.google.com/maps/contrib/108294657884307490813/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLcnJueDR3RRAB,,3 週前,2021-04-27 14:47:15.079560,5.0,聿聿,3,0,https://www.google.com/maps/contrib/111546666512305154882/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLenRlYUZREAE,超讚的服務,3 週前,2021-04-27 14:47:15.080544,5.0,James Hsia,492,0,https://www.google.com/maps/contrib/113219711930560722913/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 3, 'sentences': 1, 'pos': 0, 'neg': 0}","{'words': 3, 'sentences': 1, '好': 1, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLanVqVzNRRRAB,點兩客套餐，下載APP免費贈送龍蝦。 花旗卡生日多送一項燉牛肉麵薄餅 整體而言，始終如一，非常好吃。 龍蝦的法式醬吃不習慣😂覺得味道有點特殊。,3 週前,2021-04-27 14:47:15.081152,5.0,林宇樺,235,0,https://www.google.com/maps/contrib/100205994083391380436/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 41, 'sentences': 3, 'pos': 6, 'neg': 0}","{'words': 41, 'sentences': 4, '好': 2, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLOXRtODJRRRAB,,3 週前,2021-04-27 14:47:15.081733,4.0,曾鏡嘉,3,0,https://www.google.com/maps/contrib/101291810530084151178/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLOXFicnNBRRAB,,3 週前,2021-04-27 14:47:15.082329,5.0,Asuka,3,0,https://www.google.com/maps/contrib/111749305366946422746/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLNXV1dUp3EAE,今天去南京店吃飯很開心服務餐點都很好,3 週前,2021-04-27 14:47:15.082912,5.0,Jessie Yang,3,0,https://www.google.com/maps/contrib/100007802973609521740/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 12, 'sentences': 1, 'pos': 1, 'neg': 0}","{'words': 12, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 1, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLcHNEb2NBEAE,第一次吃王品牛排但印象真的非常不好⋯👎👎👎👎👎不會想再來了！服務跟食物都不值那個價錢😒 訂位日期如果是特殊節日應該主動詢問是要慶祝情人節還是有無同行者是當月壽星吧？ 沒特別問就算了 問有無優惠活動也卡卡的答不出來⋯ 到現場點餐的時候也並未主動告知相關信用卡優惠⋯ 牛小排本身是全熟滷過的 吃起來非常像牛肉麵裡面的牛肉塊⋯根本不覺得自己是在吃高級牛排⋯相比之下夜市牛排還好吃多了⋯⋯⋯⋯⋯⋯⋯😫 還有優惠活動的紅醬龍蝦肉質也很硬也不太新鮮⋯如果說要花一千多這個價錢 同集團的夏慕尼的品質還好太多了！！！ 花了三千多卻連西堤的基本水準都不到⋯⋯真的是不敢恭維了！！！！！！！ 謝謝不聯絡,3 週前,2021-04-27 14:47:15.083472,1.0,游孟蓁,7,0,https://www.google.com/maps/contrib/112334058234121461600/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 186, 'sentences': 5, 'pos': 18, 'neg': 4}","{'words': 186, 'sentences': 5, '好': 6, '哀': 0, '怒': 0, '樂': 3, '懼': 0, '惡': 1, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLaG9td1NBEAE,服務好，值得再去,3 週前,2021-04-27 14:47:15.084151,5.0,李安浩,217,0,https://www.google.com/maps/contrib/115487178788119796109/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 6, 'sentences': 1, 'pos': 1, 'neg': 0}","{'words': 6, 'sentences': 1, '好': 1, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLaHRTNlJnEAE,,3 週前,2021-04-27 14:47:15.084812,5.0,莫明輝,7,0,https://www.google.com/maps/contrib/108791895082228585865/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLMnZyc2J3EAE,用餐環境佳，服務態度良好，餐點好吃……,3 週前,2021-04-27 14:47:21.450091,4.0,吳明泉,38,0,https://www.google.com/maps/contrib/104357631539826341868/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 11, 'sentences': 1, 'pos': 2, 'neg': 0}","{'words': 11, 'sentences': 1, '好': 2, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLbXJHUFZREAE,,3 週前,2021-04-27 14:47:21.450686,5.0,林孟緯,44,0,https://www.google.com/maps/contrib/102048553715243384186/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLaXNPQkZ3EAE,餐點不錯吃，服務挺好的,3 週前,2021-04-27 14:47:21.451652,5.0,Joseph Chang,46,0,https://www.google.com/maps/contrib/115367478835359730042/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 8, 'sentences': 1, 'pos': 0, 'neg': 0}","{'words': 8, 'sentences': 1, '好': 1, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChZDSUhNMG9nS0VJQ0FnSUNLaXMzLVRBEAE,,3 週前,2021-04-27 14:47:21.452242,4.0,Yu Jhan Guo,0,0,https://www.google.com/maps/contrib/104519330470592326172/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLbVBQNTRnRRAB,還不錯啊，有特約停車場，在欣葉旁邊，震旦大樓，健康路上，空總對面，要走一段路，但至少有車位，附近超級難停車,4 週前,2021-04-27 14:47:21.452817,5.0,Howard Chiang,193,0,https://www.google.com/maps/contrib/115664995923506126476/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 34, 'sentences': 1, 'pos': 1, 'neg': 0}","{'words': 34, 'sentences': 1, '好': 2, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLeUotcWhnRRAB,,1 個月前,2021-04-27 14:47:21.453420,5.0,James James,20,0,https://www.google.com/maps/contrib/116483470313859048230/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
ChdDSUhNMG9nS0VJQ0FnSUNLb1BDTHdRRRAB,,1 個月前,2021-04-27 14:47:21.453982,5.0,楊孟璿,13,0,https://www.google.com/maps/contrib/100987732858881519427/reviews?hl=zh-Hant-TW,王品牛排台北南京東店,"{'words': 0, 'sentences': 0, 'pos': 0, 'neg': 0}","{'words': 0, 'sentences': 1, '好': 0, '哀': 0, '怒': 0, '樂': 0, '懼': 0, '惡': 0, '驚': 0}"
