id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,place
ChZDSUhNMG9nS0VJQ0FnSUNLdl9lSFpREAE,,2 天前,2021-04-27 14:47:02.452533,5.0,王慧婷,1,0,https://www.google.com/maps/contrib/104852394364772975298/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLNzYtNGRnEAE,,2 天前,2021-04-27 14:47:02.453235,5.0,Victor Wang,0,0,https://www.google.com/maps/contrib/102469143743507248121/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLNzhfYWpnRRAB,,2 天前,2021-04-27 14:47:02.454192,5.0,林湘芬,0,0,https://www.google.com/maps/contrib/102514275031372653913/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLNzhfVWl3RRAB,,2 天前,2021-04-27 14:47:02.454783,5.0,HsinWei Wang,3,0,https://www.google.com/maps/contrib/111064683379360234625/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLNzgtTVdREAE,,2 天前,2021-04-27 14:47:02.455421,5.0,ㄚ晨,0,0,https://www.google.com/maps/contrib/112764729122912974822/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLNzVHNTdRRRAB,,3 天前,2021-04-27 14:47:02.456130,5.0,曾照宇,0,0,https://www.google.com/maps/contrib/115668188446396502682/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLNy1HX2VBEAE,,3 天前,2021-04-27 14:47:02.456818,5.0,韓永祥,0,0,https://www.google.com/maps/contrib/116343230808434619282/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLNy1HVGJ3EAE,服務品質好,3 天前,2021-04-27 14:47:02.457440,5.0,許雯玲,1,0,https://www.google.com/maps/contrib/118435008248088818204/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLNzdyRlJ3EAE,這裡的服務品質非常好！上菜的速度非常快！對小朋友的服務照顧更是無微不至！請大家多多來支持光顧喔！,3 天前,2021-04-27 14:47:02.458213,5.0,Raylin Chen,34,0,https://www.google.com/maps/contrib/102740420197388724138/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLNzZMVTNnRRAB,服務親切，餐點豐富選擇多,3 天前,2021-04-27 14:47:02.458851,5.0,Crystal Chang,1,0,https://www.google.com/maps/contrib/104683009025790370449/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLOTc2Z093EAE,,4 天前,2021-04-27 14:47:08.741298,5.0,陳聖翔,8,0,https://www.google.com/maps/contrib/102424302149419752978/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLdTZ2N2VnEAE,服務不錯，食物也有一定水準!,6 天前,2021-04-27 14:47:08.741892,4.0,FOSSILKEY CAI,43,0,https://www.google.com/maps/contrib/107659592183383534783/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLeS1leTlnRRAB,,1 週前,2021-04-27 14:47:08.742885,4.0,張仁輔,2,0,https://www.google.com/maps/contrib/101609454845596743730/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLeS1LT09REAE,"算是王品系列的旗艦店, 一個餐盤不夠乾淨, 道歉後提供三人免費海鮮餐點又打九折很有誠意, 不忍苛責.",1 週前,2021-04-27 14:47:08.743474,5.0,Hsieh Simon,316,0,https://www.google.com/maps/contrib/100661473565913355034/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLODlLbHhBRRAB,,1 週前,2021-04-27 14:47:08.744037,4.0,蕭美瑛,80,0,https://www.google.com/maps/contrib/110628248785083786033/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLODh5UnVnRRAB,服務佳 環境乾淨,1 週前,2021-04-27 14:47:08.744615,5.0,蔡博宇,3,0,https://www.google.com/maps/contrib/109583179388935927076/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLczd1WmhRRRAB,2021年3月中旬至王品南京東路店用餐親自體驗過服務非常好,1 週前,2021-04-27 14:47:08.745143,5.0,胡祖銘,3,0,https://www.google.com/maps/contrib/100665890763349345449/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLdzdiMnBRRRAB,"物超所值,氣氛也不錯",1 週前,2021-04-27 14:47:08.745695,5.0,猴子不知道無燈號斑馬線上行人優先,20,0,https://www.google.com/maps/contrib/104051318208934391528/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLeGNlMGlRRRAB,餐點好吃 服務貼心❤️❤️,2 週前,2021-04-27 14:47:08.746246,5.0,孟孟,6,0,https://www.google.com/maps/contrib/118051455125710103006/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLeFlmandnRRAB,餐點超好吃的🥰🥰🥰服務很棒👍👍,2 週前,2021-04-27 14:47:08.746818,5.0,李宜臻,4,0,https://www.google.com/maps/contrib/113380288650619902594/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLc1pQWFhnEAE,,2 週前,2021-04-27 14:47:15.078932,4.0,Tung Hsien Cheng,43,0,https://www.google.com/maps/contrib/108294657884307490813/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLcnJueDR3RRAB,,3 週前,2021-04-27 14:47:15.079560,5.0,聿聿,3,0,https://www.google.com/maps/contrib/111546666512305154882/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLenRlYUZREAE,超讚的服務,3 週前,2021-04-27 14:47:15.080544,5.0,James Hsia,492,0,https://www.google.com/maps/contrib/113219711930560722913/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLanVqVzNRRRAB,點兩客套餐，下載APP免費贈送龍蝦。 花旗卡生日多送一項燉牛肉麵薄餅 整體而言，始終如一，非常好吃。 龍蝦的法式醬吃不習慣😂覺得味道有點特殊。,3 週前,2021-04-27 14:47:15.081152,5.0,林宇樺,235,0,https://www.google.com/maps/contrib/100205994083391380436/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLOXRtODJRRRAB,,3 週前,2021-04-27 14:47:15.081733,4.0,曾鏡嘉,3,0,https://www.google.com/maps/contrib/101291810530084151178/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLOXFicnNBRRAB,,3 週前,2021-04-27 14:47:15.082329,5.0,Asuka,3,0,https://www.google.com/maps/contrib/111749305366946422746/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLNXV1dUp3EAE,今天去南京店吃飯很開心服務餐點都很好,3 週前,2021-04-27 14:47:15.082912,5.0,Jessie Yang,3,0,https://www.google.com/maps/contrib/100007802973609521740/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLcHNEb2NBEAE,第一次吃王品牛排但印象真的非常不好⋯👎👎👎👎👎不會想再來了！服務跟食物都不值那個價錢😒 訂位日期如果是特殊節日應該主動詢問是要慶祝情人節還是有無同行者是當月壽星吧？ 沒特別問就算了 問有無優惠活動也卡卡的答不出來⋯ 到現場點餐的時候也並未主動告知相關信用卡優惠⋯ 牛小排本身是全熟滷過的 吃起來非常像牛肉麵裡面的牛肉塊⋯根本不覺得自己是在吃高級牛排⋯相比之下夜市牛排還好吃多了⋯⋯⋯⋯⋯⋯⋯😫 還有優惠活動的紅醬龍蝦肉質也很硬也不太新鮮⋯如果說要花一千多這個價錢 同集團的夏慕尼的品質還好太多了！！！ 花了三千多卻連西堤的基本水準都不到⋯⋯真的是不敢恭維了！！！！！！！ 謝謝不聯絡,3 週前,2021-04-27 14:47:15.083472,1.0,游孟蓁,7,0,https://www.google.com/maps/contrib/112334058234121461600/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLaG9td1NBEAE,服務好，值得再去,3 週前,2021-04-27 14:47:15.084151,5.0,李安浩,217,0,https://www.google.com/maps/contrib/115487178788119796109/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLaHRTNlJnEAE,,3 週前,2021-04-27 14:47:15.084812,5.0,莫明輝,7,0,https://www.google.com/maps/contrib/108791895082228585865/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLMnZyc2J3EAE,用餐環境佳，服務態度良好，餐點好吃……,3 週前,2021-04-27 14:47:21.450091,4.0,吳明泉,38,0,https://www.google.com/maps/contrib/104357631539826341868/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLbXJHUFZREAE,,3 週前,2021-04-27 14:47:21.450686,5.0,林孟緯,44,0,https://www.google.com/maps/contrib/102048553715243384186/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLaXNPQkZ3EAE,餐點不錯吃，服務挺好的,3 週前,2021-04-27 14:47:21.451652,5.0,Joseph Chang,46,0,https://www.google.com/maps/contrib/115367478835359730042/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUNLaXMzLVRBEAE,,3 週前,2021-04-27 14:47:21.452242,4.0,Yu Jhan Guo,0,0,https://www.google.com/maps/contrib/104519330470592326172/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLbVBQNTRnRRAB,還不錯啊，有特約停車場，在欣葉旁邊，震旦大樓，健康路上，空總對面，要走一段路，但至少有車位，附近超級難停車,4 週前,2021-04-27 14:47:21.452817,5.0,Howard Chiang,193,0,https://www.google.com/maps/contrib/115664995923506126476/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLeUotcWhnRRAB,,1 個月前,2021-04-27 14:47:21.453420,5.0,James James,20,0,https://www.google.com/maps/contrib/116483470313859048230/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNLb1BDTHdRRRAB,,1 個月前,2021-04-27 14:47:21.453982,5.0,楊孟璿,13,0,https://www.google.com/maps/contrib/100987732858881519427/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUR5aC1xRkdREAE,,1 個月前,2021-04-27 14:47:21.454558,4.0,RISK RISK,51,0,https://www.google.com/maps/contrib/103139541579566634005/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUR5eThyeU1BEAE,,1 個月前,2021-04-27 14:47:21.455119,3.0,張旭昇,0,0,https://www.google.com/maps/contrib/116249894309134747048/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUNDdFpYZmdBRRAB,呼應王品的品牌廣告，王品，只款待心中最重要的人，就這樣今年很情急的就帶最重要的(老公)，幫他慶生去，這次我點的主餐是鴨胸佐羊排，第一次點這道，甜點我選擇檸檬千層，我喜歡這樣的口感，飲料第一次選擇伯爵奶茶，口感溫順，另值得一提的是，當日用餐我個人竟然非常喜歡稀鬆平常的檸檬水，很順口而且不像家裡泡的會略有酸澀。整個下來當日用餐覺得很舒服。,1 個月前,2021-04-27 14:47:21.455681,5.0,YC Huang,34,0,https://www.google.com/maps/contrib/111220513509217384909/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUR5MWJIU1hREAE,,1 個月前,2021-04-27 14:47:27.911762,5.0,林宛育,1,0,https://www.google.com/maps/contrib/106682720059782711624/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUR5NWZPdHhnRRAB,服務態度好到不行！但牛排的部分覺得很普😓,1 個月前,2021-04-27 14:47:27.912360,4.0,Irene Yang,163,0,https://www.google.com/maps/contrib/101316012410023422452/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUR5cGV1VlhnEAE,不是第一次吃王品了，但1390套餐的牛肉選擇也太少，實在不想吃全熟的，這點是最令人氣憤的，選擇可以多一點嗎！ 其他服務品質可以，餐點品質也可以， 只是那個布丁盛具不會很難洗嗎😅， 還是希望菜單可以改良一下,1 個月前,2021-04-27 14:47:27.913252,4.0,螺旋丸,67,0,https://www.google.com/maps/contrib/110508117263429906250/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUR5LWVTTXVBRRAB,,1 個月前,2021-04-27 14:47:27.913902,3.0,瓜瓜,5,0,https://www.google.com/maps/contrib/107742879272269702674/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUR5c2RIakpREAE,服務OK 冷氣位置不好 一直吹頭 甜點烤布蕾乾到一個不行 紅茶可以考慮給糖 要不要加都能決定 牛小排烤太硬 骨頭地方的皮刺進去手裡 超痛,1 個月前,2021-04-27 14:47:27.914521,2.0,卡布奇諾,150,0,https://www.google.com/maps/contrib/110634624306444910058/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUR5b2FQb19BRRAB,服務一流，很棒的用餐環境。,1 個月前,2021-04-27 14:47:27.915129,5.0,吳建宏,58,0,https://www.google.com/maps/contrib/100956866399359349909/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUR5enNqcFlnEAE,普通好吃，但不知道為什麼對比起同集團的夏慕尼覺得整體餐點口味就沒那麼好,1 個月前,2021-04-27 14:47:27.915718,4.0,Anfernee,107,0,https://www.google.com/maps/contrib/105618742870313471619/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUR5OXBpb1h3EAE,,1 個月前,2021-04-27 14:47:27.916331,5.0,李忠孝,102,0,https://www.google.com/maps/contrib/114958149048338917914/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUR5NXN1OGJnEAE,味道好，食材優，服務貼心，,1 個月前,2021-04-27 14:47:27.916904,5.0,Dawn Chih,16,0,https://www.google.com/maps/contrib/115283107828329722828/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUR5bW9EMDFRRRAB,,1 個月前,2021-04-27 14:47:27.917463,5.0,Amy Hung,20,0,https://www.google.com/maps/contrib/104391468070928502129/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUR5NHMzNDZBRRAB,餐點超好吃，服務超棒！,1 個月前,2021-04-27 14:47:34.384819,5.0,Peter Chen,414,0,https://www.google.com/maps/contrib/112184616318290102828/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUR5Z3VDYXBBRRAB,,1 個月前,2021-04-27 14:47:34.385416,5.0,ken kao,4,0,https://www.google.com/maps/contrib/106168356212828625442/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUR5X0pDVWJBEAE,請正視你們內部控管 今日接到電話，自稱是貴公司人員，表示有重覆刷卡的狀況要協助處理 因對方精確說出刷卡日期，及金額，並知道消費者的姓名及手機號碼 極有可能是妳們會員資料外洩 請儘速調查並公開告知大眾整件事的實際狀況及後續處理方式,1 個月前,2021-04-27 14:47:34.386320,1.0,N.n.J,26,0,https://www.google.com/maps/contrib/107188981678512669799/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUR5dlBLdGZnEAE,(由 Google 提供翻譯) 特製的巧克力真的很好吃  (原始評論) ガトーショコラがめちゃめちゃ美味しかった,1 個月前,2021-04-27 14:47:34.386946,5.0,柚柚,93,0,https://www.google.com/maps/contrib/109732554142047545151/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUR5bEpQcTFRRRAB,,2 個月前,2021-04-27 14:47:34.387521,5.0,黃帥翔,74,0,https://www.google.com/maps/contrib/109202570603037515212/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUR5bEthaElnEAE,"過了1年,再度來吃,這次吃到了記憶中的全熟王品牛小排,但是味道卻不復記憶… 而且,不知道是我胖了還是怎麼,以前來都會感覺吃很飽,現在感覺很空虛… 另外,去年我給2顆星,今年收回1顆星的原因是:隔壁桌的顧客大概認識店內人員,她們吃的餐點中有道「墨西哥烤餅」,但我翻遍了菜單都沒找到有這道菜,明顯存在差別待遇,這點我比較無法接受,所以只給1顆星… *不要跟我說那是熟客(常客)的隱藏優惠,因為點餐的時候我很清楚聽到客人本來想點「蔬菜棒」,然而那樣餐品就我所知早就下架了,可見沒有很常光顧",2 個月前,2021-04-27 14:47:34.388100,1.0,Joe Liu,9,0,https://www.google.com/maps/contrib/112483463291173850074/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUR5eEtpcDVBRRAB,貴又不乾柴的牛排,2 個月前,2021-04-27 14:47:34.388755,1.0,Andy Huang,7,0,https://www.google.com/maps/contrib/117327286477996203277/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUR5NE5xTnNRRRAB,(由 Google 提供翻譯) 一如往昔的味道  (原始評論) 一如往昔的味道,2 個月前,2021-04-27 14:47:34.389360,5.0,lordgan Chris,154,0,https://www.google.com/maps/contrib/107853177366921283469/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUN5NzV6X2ZREAE,東西好吃服務好,2 個月前,2021-04-27 14:47:34.390069,5.0,阿和,17,0,https://www.google.com/maps/contrib/102179021101579668023/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUN5ajhTSHBnRRAB,,2 個月前,2021-04-27 14:47:34.390654,4.0,李世舜,11,0,https://www.google.com/maps/contrib/107075882094828263255/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUN5OTctSldnEAE,大家都覺得只有湯好喝....溼式熟成老饕￼肋眼牛排也普普，前菜鴨胸沙拉旁邊的那圈起士，根本就是烤好很久放旁邊，因為受潮很韌敲不碎，咬也要用力的程度，干貝旁的墨魚起士片也同樣道理 上餐主餐很慢，約等20分鐘 烤布蕾的上面焦糖也是噴槍提早噴完很久放冰箱，沒有一上來就能清脆的敲碎，布蕾冰冰的...是那種冰冰箱很久不新鮮的冰 一客還要1990,2 個月前,2021-04-27 14:47:40.945454,3.0,Hanting Chuang,0,0,https://www.google.com/maps/contrib/116821014376844471020/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUN5MTVDWm9RRRAB,服務很好,2 個月前,2021-04-27 14:47:40.946006,5.0,蕭逸嫻,2,0,https://www.google.com/maps/contrib/116311218727202002189/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUN5eDUzMzhnRRAB,服務不錯，但是食材的cp值不高,2 個月前,2021-04-27 14:47:40.946875,2.0,賴麗賜,4,0,https://www.google.com/maps/contrib/109655044707219562757/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUN5bTVla3hnRRAB,服務100 環境100 餐點100,2 個月前,2021-04-27 14:47:40.947551,5.0,DnDn Cheng,29,0,https://www.google.com/maps/contrib/101334495191440112490/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUN5bV9PS2V3EAE,每年初二過年家人聚餐必吃，已經連續吃了13年。 七人點了三個雙人套餐（兩份王品牛小排；黑松露紐約客；帶骨牛小排；乾式熟成帶骨紐約客；濕式熟成牛肋排），一個王品牛小排佐牛肋排。 熟成牛排表現很好，口感軟嫩多汁。王品牛小排一如往常好吃。帶骨牛小排使用鐵盤擺盤，雖然少了醬燒的味道，但是別有一番風味。 表現不佳的是松露紐約客，連著三年點了這道菜，第一次的表現非常好，反而今年是最差的一次，外圈的肉非常難咬，只有中間位置的肉質算得上鮮嫩多汁，還好當初熟度是選五分熟，若是7 …,2 個月前,2021-04-27 14:47:40.948138,4.0,林裕立,194,0,https://www.google.com/maps/contrib/104080082255235191060/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChZDSUhNMG9nS0VJQ0FnSUN5czZYSE9REAE,,2 個月前,2021-04-27 14:47:40.948849,5.0,Hsin-Wei Chen,3,0,https://www.google.com/maps/contrib/116861832353611428897/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUN5d19QZnR3RRAB,牛排真的不失所望，但是環境落後一大截,2 個月前,2021-04-27 14:47:40.949449,4.0,陳世堯,15,0,https://www.google.com/maps/contrib/115784540302416331804/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUN5X1lpLXdnRRAB,,2 個月前,2021-04-27 14:47:40.950091,5.0,阿瑋,0,0,https://www.google.com/maps/contrib/108364018447756144412/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
ChdDSUhNMG9nS0VJQ0FnSUN5M2F6OXpnRRAB,服務好，餐點份量足,2 個月前,2021-04-27 14:47:40.950665,5.0,Roy Chou,67,0,https://www.google.com/maps/contrib/104577492562888793508/reviews?hl=zh-Hant-TW,王品牛排台北南京東店
